OBJECTID,NHSD_OPERATIONALSTATUS,NHSD_ORGANISATION_NAME,NHSD_ADDRESS,NHSD_SUBURB,NHSD_STATE,NHSD_POSTCODE,NHSD_LONG,NHSD_LAT,NHSD_SERVICE_ID,NHSD_SERVICE_TYPE,GNAF_ADDRESS_DETAIL_PID,GA_CLASS,GA_SOURCE_DATE
5237,active,Adelaide Hills Country Medical Centre,38 Adelaide Road Mount Barker SA 5251,Mount Barker,SA,5251,138.8560181,-35.0654068,207d20ed-9434-760d-0ac5-65708fd8cb8f,General practice service,GASA_422208815,GENERAL PRACTICE,2024-03-05
5238,active,Tweed Surgery,36 Wharf Street Tweed Heads NSW 2485,Tweed Heads,NSW,2485,153.5428467,-28.17423439,713a4bed-b833-d8bd-0472-b40d7462048d,General practice service,,GENERAL PRACTICE,2024-03-05
5239,active,Bulgarr Ngaru Medical Aboriginal Corporation - South Grafton,49 Skinner Street South Grafton NSW 2460,South Grafton,NSW,2460,152.9354401,-29.70283318,23cbd70f-dc6d-2422-29c1-15424d3745dd,General practice service,GANSW705961374,GENERAL PRACTICE,2024-03-05
5240,active,North Dandenong Clinic,62 Gladstone Road Dandenong North VIC 3175,Dandenong North,VIC,3175,145.2048035,-37.96866989,a387490d-9b4a-308f-1003-27126279ff40,General practice service,GAVIC419789394,GENERAL PRACTICE,2024-03-05
5241,active,Edith Street Medicentre,118 Edith Street Wynnum QLD 4178,Wynnum,QLD,4178,153.1727295,-27.44588089,9300d83e-8cb5-93a8-d305-7f1a9fb08f28,General practice service,GAQLD157351562,GENERAL PRACTICE,2024-03-05
5242,active,Singleton Doctors,1 Gowrie Street Singleton NSW 2330,Singleton,NSW,2330,151.1640167,-32.56638718,65f72b05-b172-9be7-a423-9f7faab146ff,General practice service,,GENERAL PRACTICE,2024-03-05
5243,active,Baradine Surgery,9 Darling Street Baradine NSW 2396,Baradine,NSW,2396,149.0674286,-30.94430351,cfe61ac5-7753-56b9-a1d1-ce4b4eb500f1,General practice service,GANSW708519978,GENERAL PRACTICE,2024-03-05
5244,active,Myhealth Pacific Fair,2-32 Hooker Boulevard Broadbeach QLD 4218,Broadbeach,QLD,4218,153.4278259,-28.0365448,c16bd7df-7517-15af-5fd7-08fb715ba3d0,General practice service,,GENERAL PRACTICE,2024-03-05
5245,active,Mernda Village Medical Centre,60 Mernda Village Drive Mernda VIC 3754,Mernda,VIC,3754,145.0908356,-37.59423828,cb73ebfd-9631-4372-b6cb-dc02a5edbc6e,General practice service,GAVIC425165407,GENERAL PRACTICE,2024-03-05
5246,active,Leongatha Healthcare - 64 Koonwarra Road,64 Koonwarra Road Leongatha VIC 3953,Leongatha,VIC,3953,145.9514008,-38.48757172,3353b118-f5c9-a714-eae2-3b742db907ed,General practice service,GAVIC423925011,GENERAL PRACTICE,2024-03-05
5247,active,Berri Medical Clinic,29 Mcgilton Road Berri SA 5343,Berri,SA,5343,140.6116881,-34.28263036,f385f23e-a874-7634-9b24-d0b2da69a178,General practice service,GASA_720703646,GENERAL PRACTICE,2024-03-05
5248,active,Southport Doctors,62 Davenport Street Southport QLD 4215,Southport,QLD,4215,153.411638,-27.966351,3c69b778-48f3-c6da-6481-4685670a37d8,General practice service,GAQLD155825545,GENERAL PRACTICE,2024-03-05
5249,active,Doctors at Brandon Park,Corner Springvale And Ferntree Gully Road Wheelers Hill VIC 3150,Wheelers Hill,VIC,3150,145.1620026,-37.90399933,27e465f9-e806-e88d-e9d8-4938b8909db4,General practice service,,GENERAL PRACTICE,2024-03-05
5250,active,Gold Coast Medical Precinct - Varsity Lakes,15 Lake Street Varsity Lakes QLD 4227,Varsity Lakes,QLD,4227,153.4142303,-28.07731056,42c03be7-17a4-f02c-0b03-ce2921c5ca08,General practice service,,GENERAL PRACTICE,2024-03-05
5251,active,Dr. K. Y. Wong,256 Moreland Road Brunswick VIC 3056,Brunswick,VIC,3056,144.9585724,-37.75504303,5b35b2f7-637b-e5f1-e4d7-15ef594723fa,General practice service,GAVIC421895697,GENERAL PRACTICE,2024-03-05
5252,active,Belgrave Medical Clinic,1575 Burwood Highway Tecoma VIC 3160,Tecoma,VIC,3160,145.3470917,-37.90714645,19e83a65-6053-d230-024b-6aa1edf481ef,General practice service,GAVIC420816586,GENERAL PRACTICE,2024-03-05
5253,active,Hahndorf Medical Centre,48-50 Mount Barker Road Hahndorf SA 5245,Hahndorf,SA,5245,138.811351,-35.03054782,6858a51b-3f2b-cdf9-573f-68c2cfc0cbe8,General practice service,,GENERAL PRACTICE,2024-03-05
5254,active,Drovers Medical Centre,1397 Wanneroo Road Wanneroo WA 6065,Wanneroo,WA,6065,115.781311,-31.71730423,c08f908e-af90-5d90-5c38-c1016042ecc4,General practice service,,GENERAL PRACTICE,2024-03-05
5255,active,Hills Medical Service Pty Ltd,15 Fenchurch Rd Aldgate SA 5154,Aldgate,SA,5154,138.734489,-35.014818,2a41a7be-dd47-20d3-50a7-8a3b093b21ef,General practice service,GASA_416900059,GENERAL PRACTICE,2024-03-05
5256,active,Medical HQ Athelstone,320 Gorge Road Athelstone SA 5076,Athelstone,SA,5076,138.7012177,-34.87098312,a70e7380-3d6f-697b-8771-1de6cfa414ff,General practice service,GASA_416735131,GENERAL PRACTICE,2024-03-05
5257,active,Kubin Primary Health Care Centre,Kubin Village Moa Island QLD 4875,Moa Island,QLD,4875,142.218149,-10.234233,780c08e6-e04f-4295-fcec-bc6cf0d719c0,General practice service,,GENERAL PRACTICE,2024-03-05
5258,active,Ropes Crossing Medical Practice,2 Central Place Ropes Crossing NSW 2760,Ropes Crossing,NSW,2760,150.7807465,-33.73254013,b2660b48-c609-6539-fcd3-27a865737268,General practice service,GANSW718503773,GENERAL PRACTICE,2024-03-05
5259,active,Robinvale Clinic,29 Herbert Street Robinvale VIC 3549,Robinvale,VIC,3549,142.772188,-34.58512166,ba2f0f94-7d9d-4810-8e0d-5862a5525b25,General practice service,GAVIC414393337,GENERAL PRACTICE,2024-03-05
5260,active,Total Care Medical Group,13 Hastings Road Frankston VIC 3199,Frankston,VIC,3199,145.1309148,-38.15001041,bd6c3b1e-6f33-d73f-fff9-3a4e6e8ab18d,General practice service,GAVIC423218204,GENERAL PRACTICE,2024-03-05
5261,active,Dr Bella Freeman,7 Barnato Grove Armadale VIC 3143,Armadale,VIC,3143,145.0126385,-37.85709813,6af60f69-f1cf-40ed-ad61-c7f21c63f778,General practice service,GAVIC419587422,GENERAL PRACTICE,2024-03-05
5262,active,Glendalough Medical Centre,10 Jon Sanders Drive Glendalough WA 6016,Glendalough,WA,6016,115.8188858,-31.92243385,08330c1e-21bb-7cf9-1d1b-e3ac1f41cc01,General practice service,GAWA_147257305,GENERAL PRACTICE,2024-03-05
5263,active,Goonawarra Medical Centre Kyneton,165 Mollison Street Kyneton VIC 3444,Kyneton,VIC,3444,144.4535706,-37.24597858,09138fe3-3c65-4acf-8ce2-074c784b3a88,General practice service,GAVIC421231081,GENERAL PRACTICE,2024-03-05
5264,active,Ampilatwatja Health Centre,South Street Ampilatwatja NT 0872,Ampilatwatja,NT,872,135.22558,-21.659079,f9324896-b050-8849-2ea8-d20812348318,General practice service,,GENERAL PRACTICE,2024-03-05
5265,active,SmartClinics Taigum,217 Beams Road Taigum QLD 4018,Taigum,QLD,4018,153.0484117,-27.34902795,2a772141-806d-5c99-2e32-5f8ed3f8f781,General practice service,,GENERAL PRACTICE,2024-03-05
5266,active,Boston Bay Family Health Practice,10 New West Road Port Lincoln SA 5606,Port Lincoln,SA,5606,135.8525391,-34.72094345,a4b171d0-b477-e327-3ec8-8d44b714f495,General practice service,GASA_422067857,GENERAL PRACTICE,2024-03-05
5267,active,Lakeside Medical Clinic,2-4 Alfred Road Lilydale VIC 3140,Lilydale,VIC,3140,145.359787,-37.76324844,d8af3a81-91c6-9e13-9e6c-c6d9190be9c2,General practice service,GAVIC423109991,GENERAL PRACTICE,2024-03-05
5268,active,Mint Clinic,255 Wellington Street Collingwood VIC 3066,Collingwood,VIC,3066,144.9872271,-37.79876164,56799d29-376d-49ce-b035-1c5b538c8f74,General practice service,,GENERAL PRACTICE,2024-03-05
5269,active,Hatherley Medical Centre,52 Hatherley Parade Winthrop WA 6150,Winthrop,WA,6150,115.8322372,-32.05831146,93682757-0eff-114b-a78f-fe82eab8d124,General practice service,GAWA_147281279,GENERAL PRACTICE,2024-03-05
5270,active,Pambula Medical Centre,17 Quondola Street Pambula NSW 2549,Pambula,NSW,2549,149.875137,-36.928909,d847b3a5-1d0a-f54d-3e7f-2cf6f0f8261e,General practice service,,GENERAL PRACTICE,2024-03-05
5271,active,Wagga GP After Hours Service,185 Morgan Street Wagga Wagga NSW 2650,Wagga Wagga,NSW,2650,147.3596191,-35.11431885,064f64a3-1596-1bd4-de48-37372c11800d,General practice service,GANSW717304976,GENERAL PRACTICE,2024-03-05
5272,active,TotalCare Health Centre - Dr Huy Quoc An,35 John Street Cabramatta NSW 2166,Cabramatta,NSW,2166,150.937561,-33.89504623,97236a46-ceb0-4a01-5ab7-95f8185d1708,General practice service,GANSW711235517,GENERAL PRACTICE,2024-03-05
5273,active,Bunnerong Road Medical Centre,520 Bunnerong Road Matraville NSW 2036,Matraville,NSW,2036,151.2308044,-33.95895767,6b3da809-2ec1-e7af-24cf-76b8850d666a,General practice service,GANSW710480945,GENERAL PRACTICE,2024-03-05
5274,active,Totalcare Medical Centre,61 Bladin Street Laverton VIC 3028,Laverton,VIC,3028,144.7758062,-37.85349712,e9bc877a-ee55-0947-38c3-e84e28d91536,General practice service,GAVIC420785636,GENERAL PRACTICE,2024-03-05
5275,active,Melville Road Family Medical Centre,41 Melville Road St Clair NSW 2759,St Clair,NSW,2759,150.7800446,-33.79185867,0512a49a-0ccf-e203-9a58-d5c4abb98e7c,General practice service,,GENERAL PRACTICE,2024-03-05
5276,active,Bunbury Medical Centre,205-207 Spencer Street Bunbury WA 6230,Bunbury,WA,6230,115.6413574,-33.34493637,4566416c-b8ba-8a0d-a34f-2a67f3aa1794,General practice service,,GENERAL PRACTICE,2024-03-05
5277,active,Griffith Medical Centre,1 Animoo Avenue Griffith NSW 2680,Griffith,NSW,2680,146.0424347,-34.28261566,ea580da6-83da-07ab-ef95-46f3cd8d4255,General practice service,,GENERAL PRACTICE,2024-03-05
5278,active,Lenah Valley Medical Centre,95 Augusta Road Lenah Valley TAS 7008,Lenah Valley,TAS,7008,147.2974701,-42.86576462,7c1066b9-0877-c212-ddb4-180c16c85034,General practice service,GATAS702190318,GENERAL PRACTICE,2024-03-05
5279,active,Kangaroo Island Medical Clinic,64 Murray Street Kingscote SA 5223,Kingscote,SA,5223,137.6360168,-35.6536293,9f266784-36d9-b5cf-dd1b-ea2015385d7c,General practice service,,GENERAL PRACTICE,2024-03-05
5280,active,Woodford Family Medical Centre,64 Archer Street Woodford QLD 4514,Woodford,QLD,4514,152.7753296,-26.95150948,7785845b-d584-1806-f613-a36deb148650,General practice service,GAQLD155995489,GENERAL PRACTICE,2024-03-05
5281,active,Fraser Shores Medical Centre & Hervey Bay Skin,1-17 Hershel Court Urraween QLD 4655,Urraween,QLD,4655,152.820801,-25.300772,ec061d1c-9b9b-771d-d3b1-56f679231b91,General practice service,GAQLD719136490,GENERAL PRACTICE,2024-03-05
5282,active,Midwest Aero Medical Centre,12 Urch Street Beresford WA 6530,Beresford,WA,6530,114.6173401,-28.76335907,e3f13381-6a0c-74de-55ee-9f06ab04a4bd,General practice service,GAWA_718763476,GENERAL PRACTICE,2024-03-05
5283,active,Bupa Seaforth Medical and Wellbeing Centre,550b Sydney Road Seaforth NSW 2092,Seaforth,NSW,2092,151.2504578,-33.7967453,65ca3288-2e86-5503-6673-7d9cff93da35,General practice service,GANSW719280661,GENERAL PRACTICE,2024-03-05
5284,active,Dr Robert M T Yau Surgery,613 Oxley Road Corinda QLD 4075,Corinda,QLD,4075,152.9818573,-27.53852463,e2062c79-e27b-bc3b-3508-32eaa92eeaa7,General practice service,GAQLD159231114,GENERAL PRACTICE,2024-03-05
5285,active,Robinson Street Medical Centre - Lismore Site,102 High Street Lismore VIC 3324,Lismore,VIC,3324,143.3358154,-37.9525032,4f9bfa5d-cb8e-2506-9b8a-1beda1caf3fe,General practice service,GAVIC421199955,GENERAL PRACTICE,2024-03-05
5286,active,Dr C Bonovas Surgery,79 Harris Street Harris Park NSW 2150,Harris Park,NSW,2150,151.0112915,-33.82088852,7a6ad68d-1673-b14c-faba-e18f7c37e87c,General practice service,GANSW704939361,GENERAL PRACTICE,2024-03-05
5287,active,The Hub,1/50 Woodland Drive Reedy Creek QLD 4227,Reedy Creek,QLD,4227,153.4012146,-28.11121178,552ba551-c271-41b7-fd06-4c7d60bb8a1e,General practice service,,GENERAL PRACTICE,2024-03-05
5288,active,Dr Joshua George Surgery,106 King Street Newcastle NSW 2300,Newcastle,NSW,2300,151.7799683,-32.92764282,c1e73aa4-3b9f-a1df-44ef-b1b1d197358a,General practice service,GANSW705498092,GENERAL PRACTICE,2024-03-05
5289,active,GP@Calvary Clinic,40 Mary Potter Circuit Bruce ACT 2617,Bruce,ACT,2617,149.0892995,-35.2532789,807ba886-ff22-42b9-b7b8-f7e43096c25a,General practice service,GAACT718021485,GENERAL PRACTICE,2024-03-05
5290,active,Amstel Medical Centre,138 Sladen Street Cranbourne VIC 3977,Cranbourne,VIC,3977,145.2792206,-38.11296463,cbacab55-b102-23c9-2083-db200278dacc,General practice service,GAVIC421309963,GENERAL PRACTICE,2024-03-05
5291,active,Star Medical Centre,28 Elizabeth Street Acacia Ridge QLD 4110,Acacia Ridge,QLD,4110,153.0271912,-27.59034538,13ea79d6-4ec0-1e7a-4168-37d28bfaac15,General practice service,,GENERAL PRACTICE,2024-03-05
5292,active,MedFirst Medical Centre,37-43 Forest Road Hurstville NSW 2220,Hurstville,NSW,2220,151.1118927,-33.9647789,1ead4091-a683-bb9f-6759-07d60a817601,General practice service,GANSW718801311,GENERAL PRACTICE,2024-03-05
5293,active,Balwyn Central Medical,411 Whitehorse Road Balwyn VIC 3103,Balwyn,VIC,3103,145.0837986,-37.81284086,8f5e11c6-05de-45aa-9acb-0defe9e55e08,General practice service,GAVIC420109456,GENERAL PRACTICE,2024-03-05
5294,active,PKG Medical Centre,212-216 Kennedy Drive Tweed Heads NSW 2485,Tweed Heads,NSW,2485,153.5125885,-28.18902969,9335f0cc-4cc1-a925-ed85-402e8a0913fa,General practice service,,GENERAL PRACTICE,2024-03-05
5295,active,Greenslopes Medical Centre,715 Logan Road Greenslopes QLD 4120,Greenslopes,QLD,4120,153.0526733,-27.51171494,e2a73f82-8488-32e3-e8ee-2055913a63e8,General practice service,GAQLD156630281,GENERAL PRACTICE,2024-03-05
5296,active,Kalwun Health Service - Bilinga Clinic,1 Eastern Avenue Bilinga QLD 4225,Bilinga,QLD,4225,153.5127258,-28.16667557,0fb51260-c488-24b3-9b3d-232853d84d81,General practice service,,GENERAL PRACTICE,2024-03-05
5297,active,Epping Family Medical and Specialist Centre,24-26 Lyndarum Drive Epping VIC 3076,Epping,VIC,3076,145.02421,-37.628,af2cf19c-5daf-49b6-34bb-2d0694874529,General practice service,,GENERAL PRACTICE,2024-03-05
5298,active,Jupiter Health Subiaco,400 Roberts Road Subiaco WA 6008,Subiaco,WA,6008,115.8231812,-31.94517517,4abe4de4-5100-4b7d-0b5d-a985adc600f2,General practice service,GAWA_148338698,GENERAL PRACTICE,2024-03-05
5299,active,Fairfield Heights Primary Health Care,265 The Boulevarde Fairfield Heights NSW 2165,Fairfield Heights,NSW,2165,150.9385986,-33.8624115,e69c8c55-71c6-de18-b66c-edef05553af5,General practice service,GANSW711252868,GENERAL PRACTICE,2024-03-05
5300,active,Alma Road Family Practice,15 Alma Road New Lambton NSW 2305,New Lambton,NSW,2305,151.714447,-32.92200851,216b4d50-39f8-0670-5641-366ca0737b3b,General practice service,,GENERAL PRACTICE,2024-03-05
5301,active,The Grove Health Pymble,924 Pacific Highway Gordon NSW 2072,Gordon,NSW,2072,151.1468048,-33.75180054,670923b0-8a78-e0c8-a087-635213a32575,General practice service,GANSW717676741,GENERAL PRACTICE,2024-03-05
5302,active,Oberon Medical Centre,148 Oberon Street Oberon NSW 2787,Oberon,NSW,2787,149.855072,-33.70420837,6cf08b4d-9c60-ab5e-eb0a-89e94f7bb39f,General practice service,GANSW705632474,GENERAL PRACTICE,2024-03-05
5303,active,Horsley Community Doctors,44 Horsley Drive Horsley NSW 2530,Horsley,NSW,2530,150.7797546,-34.48840714,a644a00a-f5db-9317-50d7-a2db032a30c4,General practice service,GANSW704975340,GENERAL PRACTICE,2024-03-05
5304,active,Pinjarra Doctors,27 Murray Street Pinjarra WA 6208,Pinjarra,WA,6208,115.8714905,-32.62878418,e11b91b1-a28d-ba77-d74f-27ed3d436dfa,General practice service,GAWA_148948404,GENERAL PRACTICE,2024-03-05
5305,active,The Practice of Dr Kirit Parikh,259 St Georges Road Northcote VIC 3070,Northcote,VIC,3070,144.991806,-37.76407242,e22ccbd7-cd39-ba82-2f74-f32e4ebbffc3,General practice service,GAVIC419904788,GENERAL PRACTICE,2024-03-05
5306,active,The Vasectomist: Greenslopes,643 Logan Road Greenslopes QLD 4120,Greenslopes,QLD,4120,153.052063,-27.50921059,d9b99278-313c-4de6-ad55-41fe688804a3,General practice service,,GENERAL PRACTICE,2024-03-05
5307,active,First Care Medical Centre - Jordan Springs,65 Watergum Drive Jordan Springs NSW 2747,Jordan Springs,NSW,2747,150.7253876,-33.72629166,b99e3ce0-ff92-5afc-bdf4-f2aab20933a7,General practice service,,GENERAL PRACTICE,2024-03-05
5308,active,Camden Holistic Health Clinic,Confidential Address Camden NSW 2570,Camden,NSW,2570,150.695343,-34.05715179,f2c44ae9-17e0-beaa-01c7-588104e587aa,General practice service,,GENERAL PRACTICE,2024-03-05
5309,active,Doctors at Mill Park Medical Centre,250 Childs Road Mill Park VIC 3082,Mill Park,VIC,3082,145.0527344,-37.6618576,4d8c343f-fdcb-aa08-391f-edc87113aaa6,General practice service,GAVIC420603900,GENERAL PRACTICE,2024-03-05
5310,active,Narangba Valley Medical Centre,212 Young Road Narangba QLD 4504,Narangba,QLD,4504,152.9378204,-27.17355919,bc15a559-abf4-18b5-34ba-fa301c2fa59a,General practice service,,GENERAL PRACTICE,2024-03-05
5311,active,Gin Gin Family Medical Centre,5 King Street Gin Gin QLD 4671,Gin Gin,QLD,4671,151.9529877,-24.98537827,72633b64-e75a-2563-fad0-27e77532e9b7,General practice service,GAQLD156596390,GENERAL PRACTICE,2024-03-05
5312,active,Centennial Plaza Medical Clinic,300 Elizabeth Street Surry Hills NSW 2010,Surry Hills,NSW,2010,151.2088776,-33.88330841,4f6ead28-a216-a36e-6e5b-1003301527c8,General practice service,,GENERAL PRACTICE,2024-03-05
5313,active,POUND ROAD MEDICAL CENTRE,370 Pound Road Narre Warren South VIC 3805,Narre Warren South,VIC,3805,145.2906036,-38.03746796,a637c86a-74b6-2d33-83f1-4cf236ddb71e,General practice service,,GENERAL PRACTICE,2024-03-05
5314,active,Fitzroy North Medical Clinic,460 Brunswick Street Fitzroy North VIC 3068,Fitzroy North,VIC,3068,144.9796539,-37.79288219,13143049-8d45-4a44-a862-92238a6d986c,General practice service,GAVIC421640435,GENERAL PRACTICE,2024-03-05
5315,active,Hope Family Practice,16 Main Street Pialba QLD 4655,Pialba,QLD,4655,152.8396454,-25.28106308,9a230caf-1fe5-aa96-3c43-1912cf034726,General practice service,GAQLD155700963,GENERAL PRACTICE,2024-03-05
5316,active,Morphett Vale Family Practice,1 Doctors Road Morphett Vale SA 5162,Morphett Vale,SA,5162,138.5245972,-35.13654327,2bcf851c-4d02-13f8-655b-ab0530bb4401,General practice service,,GENERAL PRACTICE,2024-03-05
5317,active,Redlands General Practice,58-68 Delancey Street Ormiston QLD 4160,Ormiston,QLD,4160,153.248933,-27.523024,4a681664-eed0-471b-e352-44a96273bfcf,General practice service,,GENERAL PRACTICE,2024-03-05
5318,active,A'Beckett Street Medical Centre,25 A'beckett Street Inverloch VIC 3996,Inverloch,VIC,3996,145.7271271,-38.63402557,ae9a4eab-3b2b-e9ab-fa1f-7de6cbe5325b,General practice service,,GENERAL PRACTICE,2024-03-05
5319,active,Dr John Bilbe - GP,49 Purchase Road Cherrybrook NSW 2126,Cherrybrook,NSW,2126,151.0380554,-33.71847534,8760f30f-54eb-de52-cb06-f3d6b230de43,General practice service,GANSW704396999,GENERAL PRACTICE,2024-03-05
5320,active,Highlands Medical Centre,300-332 Grand Boulevard Craigieburn VIC 3064,Craigieburn,VIC,3064,144.920456,-37.574574,de92ac98-af56-805f-a238-d2650fd45624,General practice service,GAVIC425762730,GENERAL PRACTICE,2024-03-05
5321,active,Armadale After Hours GP,3056 Albany Highway Mount Nasura WA 6112,Mount Nasura,WA,6112,116.0208664,-32.13287354,5019d4ae-2d77-ea41-028d-89c65ef4c9aa,General practice service,GAWA_146817429,GENERAL PRACTICE,2024-03-05
5322,active,Taree Medical Centre,68 Chatham Avenue Taree NSW 2430,Taree,NSW,2430,152.4789429,-31.90226936,38c957f3-090b-eea7-a375-760e06a3ffee,General practice service,,GENERAL PRACTICE,2024-03-05
5323,active,Wallsend GP Clinic,136 Nelson Street Wallsend NSW 2287,Wallsend,NSW,2287,151.6697235,-32.9020462,16136965-3f1d-9d98-688b-6adcef32baf8,General practice service,,GENERAL PRACTICE,2024-03-05
5324,active,High St Medical Centre,17 High Street Bunyip VIC 3815,Bunyip,VIC,3815,145.7184601,-38.09751129,e6c16ab7-0bb7-75bc-861d-2a1275d5512a,General practice service,GAVIC414621434,GENERAL PRACTICE,2024-03-05
5325,active,Primo Medical Clinic,366 Grand Promenade Dianella WA 6059,Dianella,WA,6059,115.8721976,-31.89562694,32dcc663-db19-4c4a-8ca6-876eae4a4834,General practice service,,GENERAL PRACTICE,2024-03-05
5326,active,Pro Health Care Aldinga,89 Rowley Road Aldinga Beach SA 5173,Aldinga Beach,SA,5173,138.4587555,-35.27348328,291f3273-2672-b0e1-ba00-7c5a4cfbb9b4,General practice service,GASA_416976415,GENERAL PRACTICE,2024-03-05
5327,active,Dr Costa's Surgery,636 New Canterbury Road Hurlstone Park NSW 2193,Hurlstone Park,NSW,2193,151.1314392,-33.90531921,5ebd215c-190f-97ac-c595-77e6340f13da,General practice service,,GENERAL PRACTICE,2024-03-05
